x,y,speed,heading,fix_quality
661744.605502344,1509790.410352545,0.84039,125.39,4
661745.311766062,1509789.916870214,0.889734,124.65,4
661746.018143417,1509789.404950298,0.870716,126.75,4
661746.742437868,1509788.911579102,0.857866,124.32,4
661747.448815279,1509788.399659219,0.8681460000000001,126.02,4
661748.137048436,1509787.906065853,0.853754,126.26,4
661748.843425903,1509787.394146001,0.85838,123.65,4
661749.549917009,1509786.863788564,0.89436,127.97,4
661750.256408149,1509786.333431144,0.905668,129.33,4
661750.963012925,1509785.784636137,0.898472,127.38,4
661751.651700671,1509785.217292438,0.873286,131.86,4
661752.340274831,1509784.668386358,0.8763700000000001,130.82,4
661752.992901276,1509784.100820479,0.8470719999999999,129.56,4
661753.627383457,1509783.551581109,0.85067,131.76,4
661754.279896345,1509783.002452859,0.856838,129.9,4
661754.914492194,1509782.434775913,0.841932,134.67,4
661755.513253936,1509781.830001560,0.834736,134.97,4
661756.093871413,1509781.243553712,0.8321660000000001,138.03,4
661756.656458232,1509780.656994767,0.803382,139.69,4
661757.165180261,1509780.033227301,0.811606,140.52,4
661757.710077295,1509779.391244458,0.86352,143.4,4
661758.165275403,1509778.674955667,0.814176,147.69,4
661758.602556474,1509777.940118169,0.856324,152.81,4
661758.986086359,1509777.149634539,0.8753420000000001,155.98,4
